,Id,t (Myr),x (pc),y (pc),z (pc)
379,7,3.1,-8276.214007506269,-743.6046268861381,55.25624866181269
380,8,3.1,-8300.708024567679,-743.4925018624382,57.22472066269927
381,9,3.1,-8281.797512251143,-736.0423681362747,50.18085416466317
382,10,3.1,-8282.559180819268,-734.60924833067,50.59999248150152
383,11,3.1,-8280.80357692216,-737.1072786228624,47.81339937594623
384,0,3.2,-8269.253642332835,-773.2008573599386,28.49378808684884
385,1,3.2,-8252.644152600255,-794.9863134128788,34.81785073719535
386,2,3.2,-8250.358756959373,-769.1250948711704,51.02701507910978
387,3,3.2,-8273.157854973859,-754.8389643701863,47.60286976291176
388,4,3.2,-8291.045440049455,-743.7223979002476,25.778746805479205
389,5,3.2,-8258.055276913732,-782.039525826801,45.50660930140056
390,6,3.2,-8283.727139467714,-779.202538257873,44.92887110894331
391,7,3.2,-8276.197502578434,-765.4631329690974,55.17908696092012
392,8,3.2,-8300.69079270184,-765.4956556475465,57.45132296629055
393,9,3.2,-8281.600973338924,-758.0684472906644,50.126878683669744
394,10,3.2,-8282.386538121298,-756.5918949075935,50.560817419463646
395,11,3.2,-8280.674026892255,-758.9708895614883,47.7356220566149
396,0,3.3,-8269.808173400685,-794.4630958932346,28.343953186734353
397,1,3.3,-8252.696247600139,-816.8975654019923,34.863541674375114
398,2,3.3,-8251.164124651628,-790.1732249779914,50.66828290727756
399,3,3.3,-8272.98173677878,-777.0437309111524,47.61267322797439
400,4,3.3,-8291.059091645868,-765.3248954159161,25.64850987725611
401,5,3.3,-8258.797773662722,-803.9124773903744,45.013766473483216
402,6,3.3,-8283.520242614917,-800.8575364965782,44.889061865353916
403,7,3.3,-8276.180997650597,-787.3216390520566,55.10192526002754
404,8,3.3,-8300.673560836001,-787.4988094326548,57.67792526988182
405,9,3.3,-8281.404434426704,-780.094526445054,50.07290320267633
406,10,3.3,-8282.213895423329,-778.5745414845171,50.52164235742576
407,11,3.3,-8280.54447686235,-780.8345005001141,47.65784473728356
408,0,3.4,-8270.362704468533,-815.7253344265307,28.19411828661987
409,1,3.4,-8252.748342600024,-838.8088173911057,34.90923261155488
410,2,3.4,-8251.969492343886,-811.2213550848124,50.30955073544534
