,x,y,z,vx,vy,vz,id
39,-39.39528080773285,-123.44822742079252,-54.236284476136966,-10.049695085622213,218.5635630559038,-3.6629849163876678,3.0
40,-87.99593924573044,-198.36367709287956,-119.85909314624419,1.3448528933379675,215.99167484568602,-2.9115457101875246,3.0
41,-51.87079995501343,-101.92426929693927,-66.49282321835585,6.095542073394867,215.39212163677337,0.4108841201318574,3.0
42,-73.7975227346302,-109.63841306071153,-62.707378553958,5.485498754842163,213.89481158305307,0.9931390519875225,3.0
43,-67.62358617933727,-128.16136534063406,-68.73583715539782,8.36473179643538,214.2143338832424,-2.098657299274458,3.0
44,-62.196618509017675,-116.0456286661557,-50.18359366790018,2.635688175423975,216.94890836162608,-0.8983111600918554,3.0
45,-62.79965880603209,-119.29345860610579,-50.57336703203038,4.962387256624981,216.14858411097475,-2.226922586356201,3.0
46,-55.39490327066727,-104.82785445813764,-44.9396834874307,12.608283069221708,215.77053932517856,2.221564476382972,3.0
47,-52.824905543330416,-117.44510955535863,-54.707602228295606,1.4742720142336578,217.37836797497582,-3.175035485515286,3.0
48,-48.36897027706042,-103.5418681067421,-76.83140104185796,5.765908864525386,213.11661496941213,3.720651747253595,3.0
49,-61.54037298203261,-112.91492711931717,-48.497982096911784,-4.010470174261574,217.5850190546313,-5.658213125936491,3.0
50,-46.269732931689035,-85.07991080046061,-46.3059375183321,4.116493278803973,213.14597968140436,1.3548362977695356,3.0
51,-62.8897407496189,-118.30746698468123,-49.992517630896046,4.967882550761795,216.6365946935762,-0.18827142044608633,3.0
52,-64.75763048027511,-116.77895557437304,-49.974356636409574,5.5715893898938775,216.22734155099826,0.3276884273694028,3.0
53,-68.8867609412443,-124.16751717246754,-53.16786588709724,0.27514128275822947,217.08439783253482,-2.2524412445161848,3.0
54,-54.94957466754714,-116.0529413073521,-50.82071640478738,12.272640895494835,214.98296811159466,2.4221021173172375,3.0
55,-50.34120525191557,-108.51756256070416,-46.96595770124989,8.850051086647953,213.66890713373647,2.410572206401889,3.0
56,-49.04477885011927,-113.23696081929924,-48.914388274724445,11.06179310732356,216.31372104087436,1.948137986279702,3.0
57,-56.87129765301739,-118.41146143994011,-51.35645657154261,3.6125693712821416,218.0063241711187,0.27188817481619687,3.0
58,-51.98936401570261,-110.84328993226703,-47.989190693464096,9.649941000025429,215.40101042443922,1.9287270330328343,3.0
59,-104.61057061601466,-232.44034109586406,-135.4761128086831,11.20899489285672,217.48277338938544,-11.172340312840412,3.0
60,-42.25137547378354,-92.61660511748383,-38.50586835867554,6.29714552604903,213.85286682764612,2.798717521567133,3.0
61,-52.1637639558547,-111.55562712301246,-49.254882155267246,4.955884113296573,214.70972758064144,1.2630333140643455,3.0
62,-54.25653591900516,-93.85955156527403,-51.57471585702998,6.779973696801745,213.8173656081278,3.994602190657753,3.0
63,-51.17860160160732,-82.31791933241311,-48.46474185237594,3.49331545149312,213.2952204644655,1.118376242439941,3.0
64,-38.71366702548207,-90.33497683373051,-50.48686453310069,-28.905527618608023,224.68617910993513,-6.227081436741511,3.0
65,-51.7021147960672,-124.53004200110989,-54.12209379072561,11.910586292749871,217.02682370006826,0.4530781358072026,3.0
66,-57.00656816391653,-100.61315857609448,-53.328385417799225,1.898630645053925,216.03910731272504,-0.7500579812126329,3.0
67,-59.28392059669464,-85.54730633964886,-52.89659395321307,5.026589450475662,216.07483987078308,1.742613373901771,3.0
68,-132.01315866240876,-235.14395407488504,-68.55582029365638,16.76582955918506,237.29744323559189,-18.11763741106836,3.0
69,-123.82093814892431,-220.54740004091437,-64.30021778842271,17.230061605026904,234.87167702945,-14.0064891380906,3.0
70,-64.29828442112482,-114.64095716258844,-58.611441724555355,4.488989078766566,215.85740016480148,-0.3650771314463916,3.0
71,-66.55189621721154,-115.52891294350408,-60.2080380391464,1.828745165660162,216.04967130354862,-1.2180476684149946,3.0
72,-63.467232926334944,-113.94620841756333,-57.57057885369029,2.0167960395287055,216.07520481571322,-1.5300136214100215,3.0
73,-41.71400729944419,-59.08700573942381,-36.49709390748626,3.295333949795442,212.73877508075398,2.4990893099183342,3.0
74,-153.60579351603215,-247.95753871852284,-78.58039585104487,-34.74585098104103,212.3147791945522,-2.8468010901473124,3.0
75,-68.00162118002483,-132.65590800742095,-54.6703796968672,6.687610256620171,215.9102152901342,-0.5646484136843885,3.0
76,-62.61396940347555,-126.50766054270925,-52.03080802945931,-10.076380175899617,211.11091984180848,-4.421960268595633,3.0
77,-70.49397990371641,-111.6613362452934,-63.189414589717416,6.165678408047114,214.16401963189008,0.7071942902274391,3.0
78,-58.87512352354919,-115.53349289652529,-44.93999622042532,0.9468361134319517,216.6904159285385,-0.5794668597140784,3.0
79,-57.90639840653866,-111.87085962653585,-43.91262442116991,3.508896944370786,217.88932281574589,-1.5427762743890463,3.0
80,-57.63580926195477,-113.94515087005522,-43.94632872511138,3.1734350722339966,218.89838462868968,-1.4895774872659855,3.0
81,-63.57993632830658,-119.88617753678821,-47.10397881547153,7.5995617250513,213.84600627046567,-3.573356703118659,3.0
82,-37.05843360539545,-82.63410329769202,-44.89966460070435,7.133266126413085,214.37830062848204,1.7186056483963017,3.0
83,-57.799055007533326,-129.76531595637897,-69.4132020172831,16.695373384502748,215.52577916586657,7.130701248548122,3.0
84,-69.67220122212639,-129.39376372629255,-49.7302804819137,7.671351293451689,216.9561278384438,-0.18163340359646413,3.0
85,-63.97117205088639,-120.97719826946528,-44.58383855894566,4.598319729770233,216.89364847491314,-1.958776817797355,3.0
86,-59.14838180804337,-115.26689807346023,-42.969113024749674,4.051918149023494,217.01400653223584,-2.1841032704753927,3.0
87,-57.527200498375436,-117.94513233876044,-56.83585409680091,-0.20439847971190242,215.8635735257567,-5.713455768326766,3.0
88,-53.197849132888024,-109.4338261865043,-53.320413791125766,3.651096628608976,219.17259107942533,-0.9862174071879987,3.0
89,-62.44834308884594,-126.84824746121333,-62.24072367086818,9.572569265795206,215.6337957160523,-0.2148784455058391,3.0
90,-67.57413350536672,-123.63105089695628,-46.76409123918419,7.765289518196254,217.12285285360736,0.6155044599627069,3.0
91,-69.25618143146889,-123.7221459133421,-46.34725260796511,6.792767374424069,216.75515020839546,-0.13293898451966346,3.0
92,-64.84923568255685,-126.02028459357216,-61.78564217214409,9.50103460438107,215.89677030800686,0.9036156246451568,3.0
93,-57.271408080886076,-113.67240152402651,-59.433873157691615,6.161163632769911,216.82263685029037,1.3109803674497582,3.0
94,-65.06733015836058,-110.61189973256221,-57.400111097249436,9.3358307727306,212.2353779009478,6.177804940645422,3.0
95,-53.41341605513239,-90.16329937768208,-46.453469813933324,6.822454021827531,217.54636369609696,1.4526734631710674,3.0
96,-51.56819180007454,-124.56697352904375,-70.03365992305345,2.665074152008747,216.07415020007116,0.6323217392529534,3.0
97,-60.1912122712028,-118.0535107790887,-56.43405652913407,3.9866979891017063,215.67064785472937,-2.2821239775265925,3.0
98,-58.97160104370753,-115.86147848984011,-55.843745688518545,7.281896224841104,214.8504044608601,4.445315080395,3.0
99,-35.258583994211286,-59.46068072533303,-30.26952796599534,8.833604719000522,217.0392920708663,2.9080495026059836,3.0
100,-39.25702497167019,-65.65211317544009,-33.7468113037177,3.591752164917827,218.2889921921111,3.439456040491778,3.0
101,-88.3782794379442,-121.60115253609246,-65.05566901818158,5.04302191537994,213.250146236105,-0.9188557136754015,3.0
102,-56.646681347844826,-115.1296117769019,-55.29311959216945,6.904473637829035,215.87011316248683,-1.4239461598329055,3.0
103,-56.75685851595533,-130.4773696851383,-69.4303505576756,2.4357195433918477,212.55107696289215,1.8993893008398461,3.0
104,-73.17254032919548,-150.6345322247391,-89.65959767045406,2.0927528352808284,216.76550239135773,2.4023335542171997,3.0
105,-66.67143494330692,-113.42492241583,-57.14462803256959,5.231851722065949,215.53191391738545,0.3804208980602145,3.0
106,-77.26938138969496,-131.98601472532815,-64.77562538125053,7.067598379399308,214.99174729485264,0.7215412162167493,3.0
107,-56.7380153558731,-116.39277580615838,-59.05178648327209,-1.5205317256208386,218.2959426318927,-3.49441876925912,3.0
108,-63.675947593161276,-122.73796510378641,-64.60038431487818,5.5670595990822775,215.3108147609115,-0.17274672610231404,3.0
109,-46.1813605870799,-114.8877823598136,-38.00092493655907,-25.008017690957818,224.9369227967163,-15.576712286226199,3.0
110,-57.70100053232698,-103.6222559870315,-68.85530389535198,9.296968297476205,213.75508550480464,2.9532590631252558,3.0
111,-55.71582642628611,-120.63123062833556,-55.29532351135113,6.709860048096193,217.70949137294747,2.5810746388176713,3.0
112,-57.16393858143048,-114.01451533558675,-54.62659980152426,5.223914070432359,216.702360511685,-1.6354063166754687,3.0
113,-50.31379471704451,-92.69398837715946,-43.57508637702919,5.030895837233384,217.85785272188107,-3.2441275005597583,3.0
114,-67.94187661418542,-114.11390367377281,-56.3136439415771,2.918889269512417,215.84457020942406,-0.9789763718980495,3.0
115,-61.670441783258276,-111.51351288754563,-68.26242540774373,5.398926207333618,217.75118334132526,0.6088249406404147,3.0
116,-83.12583592853386,-149.03253390809942,-54.9923364533808,7.967873359377921,216.51640101802346,-1.5102770535316485,3.0
117,-59.241099774432165,-113.50278158120811,-58.40716321487422,4.1538181263328084,214.99926432560517,-1.2540411760235228,3.0
118,-110.18944071730726,-160.98261628214226,-81.98989202550298,1.5134637564795765,205.76935117299303,-0.9913787028588545,3.0
119,-67.63002323931366,-113.44438570417675,-47.64202268788583,-0.35527528209997117,217.69830838345763,-2.9995067881011095,3.0
120,-60.36178858693685,-124.15346588180928,-67.78792863126874,9.944564554442076,214.55525901241737,2.505500564719313,3.0
121,-61.08237020432973,-126.41620637144342,-68.06271263938994,75.96088827595041,202.37911311312737,23.06068000040849,3.0
122,-55.82408789533303,-111.12610954621113,-50.785015803479794,-2.963939405140697,218.40032217885715,-3.7313122120247653,3.0
123,-50.109765964404694,-106.93146111414389,-48.85416755560603,7.240350476765126,216.30671467505584,1.2574105668080264,3.0
124,-66.67521920338274,-122.19646518959225,-50.01253745780911,7.255255753121405,218.06738263943646,0.8808108247520551,3.0
125,-67.90496595066035,-124.35832993360125,-50.582896513720016,-4.065866129531801,217.96771085549497,-4.022457224225263,3.0
126,-69.09591501794495,-126.31234725809462,-51.86429174703868,5.978993030965723,215.26882372011494,-0.3080566465851962,3.0
127,-62.80529318164055,-128.19816427588543,-68.0412805196186,6.65456732252142,215.73193883239963,2.3182816727943156,3.0
128,-77.99328445368089,-128.57361517252076,-60.235536658745936,7.453878627239157,211.43018665304086,5.62070454818369,3.0
129,-34.456460361340326,-105.71428042595217,-40.196057070572216,6.236444651975056,214.4873011160622,3.552463373497508,3.0
130,-62.62338957806271,-119.89325231323981,-55.47531002214501,3.4626821156926915,216.6152306613523,-0.6633448675827115,3.0
131,-60.082681611473724,-115.00278910754072,-52.45757572959864,2.334539870803038,216.97487933382982,-1.9993413357343224,3.0
132,-63.10749478130768,-141.82180387918478,-73.75814564702219,83.66728601572771,205.53350393246592,32.60719449537924,3.0
133,-49.16390035156118,-113.70252462987392,-58.944589042881844,3.418798283057626,217.95595880574504,-1.9120971597474776,3.0
134,-67.30896477299893,-101.77773430708025,-68.61022322957419,7.6242754016764085,215.55909390919726,-1.5246360384221826,3.0
135,-50.84619176023655,-133.99668257286487,-73.46214174963136,5.847836798537305,215.5824981281717,0.7754490810745802,3.0
136,-58.46168586474316,-118.53045926747029,-69.79936387694524,5.672963478382645,215.35403557529074,3.3324435493069107,3.0
137,-60.184939370941954,-120.4445958030954,-70.96849518253755,3.1834070315161447,218.35382226079994,0.08225134789658685,3.0
138,-51.224320113917265,-116.80513730067159,-55.10760299683109,2.0517947667449934,216.71512054378002,-3.100312142613777,3.0
139,-58.88186697485013,-115.46889189604781,-50.027667142317,10.25694641332793,216.52747744755115,1.4758277201876093,3.0
140,-61.49658258786667,-95.99122199595121,-62.49487266027879,3.365334062500374,213.93930623466034,3.0549797719566,3.0
141,-50.205293683556036,-117.78903399683897,-53.70975849659957,5.33913647976599,216.85036043439146,-1.526715155863995,3.0
142,-63.8524494391777,-114.71010372351427,-55.094318677259125,3.3168963660591455,216.2343638680422,-0.7594670036908209,3.0
143,-62.07725837689375,-114.97821322559288,-53.16488455734358,4.122978994759438,216.43853723598338,-1.0842700041205435,3.0
144,-58.844193977962405,-114.15294575696285,-61.319350873702454,6.474619719080289,214.38828866746792,0.03755605436203725,3.0
145,-64.67539614964895,-112.01994657635431,-53.165379101629945,4.674617604646286,216.45079397859416,-1.2425673516261218,3.0
146,-69.37887573944896,-123.14025191072946,-57.12504399241169,8.278515837034467,215.64516114160517,0.04668400866867821,3.0
147,-68.49395638589193,-122.88821363702891,-56.52096825865866,3.015104047183206,216.32791492690484,-0.4791883520744222,3.0
148,-67.51767767737152,-122.25848527193149,-55.03736834898832,3.560710411483966,214.85449146398358,-0.7040417332629767,3.0
149,-51.87568549144498,-112.22525990036135,-54.54474248567462,7.18041526134087,216.46933025382575,0.8427947876271604,3.0
150,-48.64334622650708,-129.0050314056421,-79.96809179045239,0.3419167709885816,215.6387191260186,-2.8582857940409534,3.0
151,-70.59337067182143,-123.10832180013776,-57.362325899094486,3.049894267181612,216.9410351271426,-0.822947391663657,3.0
152,-81.64814602507514,-125.39353771552398,-49.547248826250325,5.480206393603237,215.61496564599895,-1.1460490868230386,3.0
153,-61.53122320060997,-128.2891329142729,-65.27496681821141,5.680368446098996,215.3011990749269,2.0261102130179345,3.0
154,-60.046242862699096,-124.28741724982171,-63.07322516073839,6.359197867969707,213.9316581479676,3.879778993589352,3.0
155,-50.36006423462546,-127.27117837694216,-54.858004110018555,-2.0200226946663937,220.02929698462762,-1.8907960741321213,3.0
156,-73.59957116746524,-128.39839497717145,-58.180173730836046,3.359796507974121,209.84603015263446,0.027040652817236766,3.0
157,-66.91601826565365,-118.0216468796031,-51.616805547821905,5.711094861648294,214.8585105320893,2.3522880244889373,3.0
158,-68.15531510871779,-119.4083357666257,-53.38937062202483,-2.235316478828406,216.87078600358166,-2.9188067685808554,3.0
159,-66.69932793468918,-114.13661209975054,-42.8683198566286,4.036033102973728,216.61027901406365,1.0224335593690614,3.0
160,-65.05330775578487,-121.92031388680306,-55.30554391411464,4.609164359165689,216.55188244192976,1.3613290274007275,3.0
161,-54.10843645710112,-2.290328185571606,-89.81805480863723,5.422161648187757,207.90051453215617,1.4650739986711394,4.0
162,-54.699953185965406,-2.3156559641116377,-90.80337606222383,0.5093808567504013,214.24651762075013,-0.4467624297532986,4.0
163,-82.37926861580372,-30.29160381700706,-91.50826088379186,7.874822650754228,205.80697899213564,3.5076552728145334,4.0
164,-40.70388492754806,-2.7589046416341936,-34.00543572090299,-1.7220700124278423,217.11648007824252,-0.09585751883685636,4.0
165,-29.007595495548163,14.582255877024343,-42.33423168186079,0.1334842478764526,211.22754039533658,1.2734465539114537,4.0
166,-74.0925711479394,-27.562031197239044,-77.31849221899577,7.260075457792136,213.87201903895274,4.818978836449717,4.0
167,-59.825815582970954,26.21575932974688,-60.26985578981524,-2.023021333535638,211.74088838151138,0.3892516873240339,4.0
168,-38.920874704989444,8.766171494089873,-23.059740001454504,-4.916383709248123,213.00865950302918,3.679448170870989,4.0
169,-60.533967022314684,3.0658400285485405,-46.47592843895768,-0.16138390057136007,213.7307722531229,0.7544811094382895,4.0
170,-50.38722866410023,23.904827563514694,-34.62508115475904,-0.16849184382394816,215.14512623356492,-2.215699698647599,4.0
171,-48.560093551303886,8.281062715395592,-34.212600877840345,-1.9217421962440349,215.36928871118872,0.5277680547642948,4.0
172,-48.481627137621544,8.268493494319634,-34.15590920731868,-1.6880868720368483,214.94460834705257,0.3830507094420178,4.0
173,-50.338387387372805,8.629374802081445,-40.99698404885223,-1.2667301156016075,213.78068713475886,0.7605005786477057,4.0
174,-0.9743818362492067,12.06452824699161,-37.350442243110685,-0.4445652549058648,220.32677094510922,1.0750306471087516,5.0
175,6.355529872556793,23.546979475392725,0.759277903092828,-0.4659253222184798,216.2234705430505,-1.5835794473293918,5.0
176,62.1724001323871,-21.768166919247808,15.832774269818744,-1.5259871302858201,212.95635466155477,-3.368120072086983,5.0
177,63.40575551531844,-22.199373134100224,16.146320181227168,-0.20062007579259591,211.1789087908853,-0.7666248922648186,5.0
178,4.2495434021470375,17.988336320388477,-7.312877660412263,-1.3796005404795328,216.96301849118922,-0.5981683738902531,5.0
179,30.488566113001042,-31.558985937685254,-13.56816314782761,1.2084735032268026,217.18392603237768,-1.647083584349869,5.0
180,3.7175528754965916,14.06704778380835,-22.62634285100788,-0.028227557764042323,216.66481798184603,-1.1001129452880483,5.0
181,21.78752536738436,-35.57455732060782,-26.355015961829768,0.021948032286544482,216.832663631107,-0.18917359936274447,5.0
182,10.86132413796683,-3.802476560175833,-34.80853428629315,0.27674528433374845,216.93860105480428,0.0005824220879518479,5.0
183,14.740447167703124,-13.792146914345233,-4.691362573880644,11.777685154905903,226.13902447462195,-1.6740948567636995,5.0
184,9.521293514703105,-7.884873083943882,-29.009410536334805,-0.3210533912719149,218.06540722620602,-3.00657457438212,5.0
185,-1.8365343792384556,10.46013551809717,-19.54186235537587,3.3206484761721735,203.9838025774278,-7.205190427216991,5.0
186,-2.2940942255882555,-45.92972971123164,-61.27629536219115,12.789632969759243,210.81626355648027,-2.8208546698405232,5.0
187,0.4106005879358206,-30.781948596953555,-38.909449590597625,3.171262995174192,215.9831622700605,-1.8729830397298717,5.0
188,-15.766878805602158,8.92084169228621,42.384019224153896,-1.90604593487888,210.50007804934265,0.44634659172910696,5.0
189,-13.068106662058812,31.738064205623616,24.875922752987154,-5.344220009761711,212.55474476666063,-2.0348662344114388,5.0
190,25.412402645933806,-43.30566838492675,-32.88339950576733,3.2646755471929225,216.44477441974752,-1.788817235988604,5.0
191,9.908029904810135,-26.15761286593952,-39.26986772006798,1.9355080230531627,216.88870262192518,-0.6509116942356852,5.0
192,21.050512074899373,-37.947404641850014,-27.250612853299675,1.5299918548462765,217.01239287631907,-0.8107850697122478,5.0
193,-8.773331154095429,14.935253949016035,7.606132460250909,-0.48950989398846884,221.50365564858382,-1.7201479472792829,5.0
194,-3.0057509847316175,-27.202462318053694,-3.313492695002331,12.393882629365839,223.007686402513,2.3786097893293254,5.0
195,22.42786457761819,-20.53498515409757,-10.668710820972198,1.0516496708669973,217.01067803943522,-2.4026930080749205,5.0
196,-4.208822602368942,-21.176975722456525,-14.324465986005471,-20.80530696695871,219.10755464615605,-7.934276088648245,5.0
197,14.484802322064168,1.1016297370174448,-33.81734821723657,-0.14548732374246062,217.0641278907324,0.06656209739575393,5.0
198,-2.7020153977364134,63.31647202416926,18.31400934170265,-10.754489827598865,213.66373904005408,-1.5664296471519177,5.0
199,63.35113282968907,22.826609583993594,-1.6992159438576846,6.71052514126879,221.24607830209064,-3.083765338241517,5.0
200,-8.086496550645183,-28.834982344286164,-40.80697539074081,2.8815780958989614,216.7668180733278,-3.100909686398028,5.0
201,-12.369143184595458,-17.49505169078801,-33.90301970417596,2.629207196743284,214.53679788798314,-1.2619544429909837,5.0
202,4.194272597898204,34.25253286501678,-1.8638767444397177,-7.0536035117880935,217.0781791858936,-1.0505735133234468,5.0
203,30.136721718839635,23.2381684085371,-36.37509108257875,-0.3324193644219583,213.39648274382554,1.3189763854386778,5.0
204,4.7936038332330435,-23.108661825201423,-44.719366944625115,1.5499282629916957,217.0902191452647,-0.5451333097567342,5.0
205,4.91315974105078,-23.06191015376401,-44.77936805851084,2.2853514641096413,216.67213205398252,-0.7465034744527024,5.0
206,28.774226089576032,19.667836228357277,19.114643878709362,-1.1865884673810867,216.33402792620942,-0.4937460437624364,5.0
207,28.797917228822904,19.685723307616744,19.133477069598396,-0.971881343767241,215.69805335375767,-0.7007885313141429,5.0
208,-19.551235223600553,9.714125205009196,8.412755619162265,2.8331248420647728,207.16295258340656,3.5062074913421317,5.0
209,3.7647440677151716,26.02871444468906,-5.5427516026360655,-0.5115039097142456,216.29903918114462,-1.6914904604130694,5.0
210,-6.403850730547982,-3.509294469206606,-21.653269494893756,-1.3221701152548193,217.70353620332492,-3.0136421247976775,5.0
211,2.4089368555274513,-11.942075813025685,-25.963927116975515,5.066798848812214,212.720334264827,-2.522539960688841,5.0
212,85.08187489309064,65.40412536578445,5.653176352946719,6.207991713085404,205.6224116107626,5.801246127475548,5.0
213,27.192811169794453,-4.62521629505227,12.747019975369424,9.914137281948596,215.42601191748867,7.529200877796367,5.0
214,-12.603979348140486,50.36052405038269,17.09157504441824,59.92274298692211,235.52428580169726,-6.718814775980796,5.0
215,28.05504743403306,21.039307528031294,21.05206607726019,-1.7636166523140202,216.22832139985672,-0.8934217385066242,5.0
216,28.157097362303105,21.119661909529153,21.126365832139193,-1.1002269353543772,216.47362051344538,-0.6761657136019289,5.0
217,33.67699122446357,28.61903795068115,4.635868205803595,1.8057707085395764,213.46101001014202,3.4984396948176424,5.0
218,-26.176453888893427,2.4936101030681366,-32.50950443401559,17.19758698786875,183.36094225805223,3.4375649678836178,5.0
219,20.32578104893457,14.692600292468905,10.509085388556045,-2.67193640074351,219.78489027806376,-5.996559510956913,5.0
